bairro,desc,tipo,imagem,area total,area util,valor
Saguacu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/128601930/26698001930.jpg,"87,59 M² TOTAL","61,34 M² ÚTIL",1150.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/775001930/26700601930.jpg,"44,57 M² TOTAL","38,54 M² ÚTIL",1150.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1327801930/20938501930.jpg,"102,37 M² TOTAL","59,17 M² ÚTIL",1150.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/110601930/374401930.jpg,"79,74 M² TOTAL","53,99 M² ÚTIL",1150.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/887201930/18588601930.jpg,"15,35 M² TOTAL","15,35 M² ÚTIL",1100.0
Saguacu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/891101930/19706501930.jpg,"72,11 M² TOTAL","36,07 M² ÚTIL",1100.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/882401930/15921401930.jpg,"22,32 M² TOTAL","22,32 M² ÚTIL",1100.0
Bucarein,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1336801930/21276801930.jpg,"51,37 M² TOTAL","51,37 M² ÚTIL",1100.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1492101930/27103301930.jpg,"81,49 M² TOTAL","50,5 M² ÚTIL",1100.0
Parque Guarani,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1489701930/26781201930.jpg,"75,22 M² TOTAL","75,22 M² ÚTIL",1100.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1131901930/26648101930.jpg,"112,86 M² TOTAL","101,65 M² ÚTIL",1100.0
America,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1216501930/26361901930.jpg,"75,89 M² TOTAL","36,6 M² ÚTIL",1100.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/301001930/26846001930.jpg,92 M² TOTAL,77 M² ÚTIL,1100.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1170101930/26976501930.jpg,"70,77 M² TOTAL","61,32 M² ÚTIL",1100.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/887201930/18588601930.jpg,"15,35 M² TOTAL","15,35 M² ÚTIL",1100.0
Saguacu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/891101930/19706501930.jpg,"72,11 M² TOTAL","36,07 M² ÚTIL",1100.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/882401930/15921401930.jpg,"22,32 M² TOTAL","22,32 M² ÚTIL",1100.0
Bucarein,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1336801930/21276801930.jpg,"51,37 M² TOTAL","51,37 M² ÚTIL",1100.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1499101930/27099301930.jpg,"73,81 M² TOTAL","53,12 M² ÚTIL",1100.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/601901930/25086101930.jpg,"52,6 M² TOTAL","32,48 M² ÚTIL",1100.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1456701930/25540101930.jpg,60 M² TOTAL,60 M² ÚTIL,1100.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/418201930/25967001930.jpg,"95,1 M² TOTAL","78,48 M² ÚTIL",1100.0
Iririu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1499101930/27099301930.jpg,"73,81 M² TOTAL","53,12 M² ÚTIL",1100.0
Boa Vista,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1374901930/27080301930.jpg,84 M² TOTAL,72 M² ÚTIL,1100.0
Comasa,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1498401930/27072301930.jpg,"77,57 M² TOTAL","77,57 M² ÚTIL",1100.0
Guanabara,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1300901930/26114801930.jpg,"73,46 M² TOTAL","51,35 M² ÚTIL",1090.0
America,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1220001930/24931601930.jpg,"43,08 M² TOTAL","31,08 M² ÚTIL",1090.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1486601930/26567101930.jpg,2 DORM,1 VAGAS,1050.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1133301930/26544001930.jpg,"68,33 M² TOTAL","44,68 M² ÚTIL",1050.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/886401930/27039001930.jpg,"84,3 M² TOTAL","49,95 M² ÚTIL",1050.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/882901930/26002501930.jpg,88 M² TOTAL,"67,93 M² ÚTIL",1050.0
Joao Costa,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1480701930/26384301930.jpg,386 M² TOTAL,386 M² ÚTIL,1000.0
Anita Garibaldi,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/777001930/26477701930.jpg,"83,78 M² TOTAL","50,53 M² ÚTIL",1000.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/401601930/26296201930.jpg,"100,6 M² TOTAL","100,6 M² ÚTIL",1000.0
Itinga,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1495901930/26985801930.jpg,80 M² TOTAL,80 M² ÚTIL,1000.0
Vila Nova,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1494401930/26968901930.jpg,"62,8 M² TOTAL","62,8 M² ÚTIL",1000.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1083201930/14268901930.jpg,"71,44 M² TOTAL","54,48 M² ÚTIL",1000.0
Santa Catarina,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1361201930/22141601930.jpg,532 M² TOTAL,532 M² ÚTIL,1000.0
Santa Catarina,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1361301930/22144801930.jpg,360 M² TOTAL,360 M² ÚTIL,1000.0
Santa Catarina,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1361401930/22146301930.jpg,360 M² TOTAL,360 M² ÚTIL,1000.0
Saguacu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1358701930/22037301930.jpg,45 M² TOTAL,45 M² ÚTIL,1000.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/644701930/13404601930.jpg,"51,4 M² TOTAL","31,74 M² ÚTIL",1000.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1386701930/23141901930.jpg,30 M² TOTAL,30 M² ÚTIL,1000.0
Costa e Silva,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/119901930/27050301930.jpg,35 M² TOTAL,35 M² ÚTIL,1000.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1085401930/14307701930.jpg,"87,7 M² TOTAL","75,79 M² ÚTIL",1000.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1457001930/25542501930.jpg,"53,81 M² TOTAL","41,18 M² ÚTIL",1000.0
Saguacu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/736401930/25645001930.jpg,"36,03 M² TOTAL","36,03 M² ÚTIL",1000.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1448001930/25213501930.jpg,"55,46 M² TOTAL","50,17 M² ÚTIL",1000.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/356201930/26888901930.jpg,91 M² TOTAL,"66,87 M² ÚTIL",990.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1291801930/27097701930.jpg,"90,27 M² TOTAL","49,56 M² ÚTIL",990.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/379301930/27065301930.jpg,"77,2 M² TOTAL","53,2 M² ÚTIL",990.0
Bom Retiro,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1165501930/16200101930.jpg,360 M² TOTAL,360 M² ÚTIL,980.0
Bom Retiro,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1165801930/16202501930.jpg,360 M² TOTAL,360 M² ÚTIL,980.0
Jardim Sofia,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1165601930/16202601930.jpg,360 M² TOTAL,360 M² ÚTIL,980.0
Bom Retiro,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1166001930/16203601930.jpg,360 M² TOTAL,360 M² ÚTIL,980.0
Jardim Sofia,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1166101930/16204601930.jpg,360 M² TOTAL,360 M² ÚTIL,980.0
Jardim Sofia,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1166301930/16205101930.jpg,360 M² TOTAL,360 M² ÚTIL,980.0
Iririu,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1252701930/24213301930.jpg,"60,26 M² TOTAL","60,26 M² ÚTIL",980.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1195701930/26091701930.jpg,"100,08 M² TOTAL","80,81 M² ÚTIL",980.0
Nova Brasilia,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1445201930/25143101930.jpg,360 M² TOTAL,360 M² ÚTIL,980.0
Nova Brasilia,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1445301930/25143001930.jpg,527 M² TOTAL,527 M² ÚTIL,980.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1472801930/26154201930.jpg,"93,5 M² TOTAL","55,28 M² ÚTIL",950.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1473101930/26172701930.jpg,"82,34 M² TOTAL","50,51 M² ÚTIL",950.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1475001930/26245701930.jpg,"81,88 M² TOTAL","49,59 M² ÚTIL",950.0
Nova Brasilia,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/520101930/26525101930.jpg,"67,82 M² TOTAL","63,5 M² ÚTIL",950.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1488901930/27103501930.jpg,"80,77 M² TOTAL","49,95 M² ÚTIL",950.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1488501930/26662701930.jpg,"73,66 M² TOTAL","65,7 M² ÚTIL",950.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1472801930/26154201930.jpg,"93,5 M² TOTAL","55,28 M² ÚTIL",950.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1473101930/26172701930.jpg,"82,34 M² TOTAL","50,51 M² ÚTIL",950.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1475001930/26245701930.jpg,"81,88 M² TOTAL","49,59 M² ÚTIL",950.0
Nova Brasilia,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/520101930/26525101930.jpg,"67,82 M² TOTAL","63,5 M² ÚTIL",950.0
Santo Antonio,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1488901930/27103501930.jpg,"80,77 M² TOTAL","49,95 M² ÚTIL",950.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1488501930/26662701930.jpg,"73,66 M² TOTAL","65,7 M² ÚTIL",950.0
Boa Vista,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1495201930/26956201930.jpg,"80,58 M² TOTAL","64,38 M² ÚTIL",950.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/223101930/26445101930.jpg,"97,89 M² TOTAL","55,59 M² ÚTIL",920.0
Aventureiro,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1473001930/26144201930.jpg,50 M² TOTAL,50 M² ÚTIL,900.0
Paranaguamirim,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1475601930/26227201930.jpg,"66,7 M² TOTAL","56,51 M² ÚTIL",900.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/858101930/25620901930.jpg,"54,94 M² TOTAL","49,31 M² ÚTIL",900.0
Boa Vista,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1495101930/26956001930.jpg,"76,8 M² TOTAL","61,36 M² ÚTIL",900.0
Bucarein,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1494501930/26926501930.jpg,"97,26 M² TOTAL","73,02 M² ÚTIL",900.0
Itinga,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1384601930/23083001930.jpg,45 M² TOTAL,45 M² ÚTIL,900.0
Saguacu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/667601930/20625501930.jpg,"53,88 M² TOTAL","26,95 M² ÚTIL",900.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/881901930/22011201930.jpg,"52,6 M² TOTAL","32,46 M² ÚTIL",900.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1494201930/27075101930.jpg,"41,85 M² TOTAL","49,87 M² ÚTIL",900.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1498001930/27058101930.jpg,"59,03 M² TOTAL","59,03 M² ÚTIL",900.0
Adhemar Garcia,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1495801930/27002101930.jpg,79 M² TOTAL,75 M² ÚTIL,900.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1224301930/17641901930.jpg,"68,33 M² TOTAL","55,22 M² ÚTIL",900.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1413401930/24011201930.jpg,"34,5 M² TOTAL","34,5 M² ÚTIL",900.0
Saguacu,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/254201930/26295301930.jpg,"60,83 M² TOTAL","30,63 M² ÚTIL",900.0
America,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1066901930/25624301930.jpg,"90,05 M² TOTAL",100 M² ÚTIL,900.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/874801930/15810801930.jpg,"59,94 M² TOTAL","33,11 M² ÚTIL",880.0
Comasa,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1302201930/26875001930.jpg,50 M² TOTAL,50 M² ÚTIL,850.0
Paranaguamirim,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1491701930/26860701930.jpg,"163,84 M² TOTAL","163,84 M² ÚTIL",850.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1478701930/26324401930.jpg,45 M² TOTAL,35 M² ÚTIL,850.0
Itinga,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1478801930/26324601930.jpg,45 M² TOTAL,35 M² ÚTIL,850.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1109301930/26801301930.jpg,50 M² TOTAL,40 M² ÚTIL,850.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1001401930/24674701930.jpg,"56,48 M² TOTAL","51,49 M² ÚTIL",850.0
Bucarein,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/292701930/26730501930.jpg,"97,26 M² TOTAL","73,02 M² ÚTIL",850.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1028201930/12723301930.jpg,"41,49 M² TOTAL","41,49 M² ÚTIL",850.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/246301930/22851101930.jpg,"81,23 M² TOTAL",64 M² ÚTIL,850.0
Fatima,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496101930/26990001930.jpg,"115,64 M² TOTAL","88,05 M² ÚTIL",850.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1009301930/23666401930.jpg,"50,48 M² TOTAL","43,98 M² ÚTIL",850.0
Gloria,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1499001930/27097001930.jpg,65 M² TOTAL,50 M² ÚTIL,850.0
Aventureiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1453601930/25525301930.jpg,55 M² TOTAL,"50,34 M² ÚTIL",850.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1421101930/24360901930.jpg,"71,67 M² TOTAL","71,67 M² ÚTIL",850.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1424501930/24634501930.jpg,"59,5 M² TOTAL","41,56 M² ÚTIL",850.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1491601930/26778101930.jpg,"34,1 M² TOTAL","27,83 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1282601930/19392201930.jpg,"19,6 M² TOTAL","13,45 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1282701930/19392301930.jpg,"19,7 M² TOTAL","13,71 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1282801930/19392401930.jpg,"18,77 M² TOTAL","12,77 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1282901930/19392501930.jpg,"21,17 M² TOTAL","15,17 M² ÚTIL",800.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1491601930/26778101930.jpg,"34,1 M² TOTAL","27,83 M² ÚTIL",800.0
Boa Vista,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1484901930/26530801930.jpg,"62,29 M² TOTAL","57,25 M² ÚTIL",800.0
Itinga,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1482901930/26462801930.jpg,"62,82 M² TOTAL","61,22 M² ÚTIL",800.0
Itaum,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1456601930/25536701930.jpg,60 M² TOTAL,60 M² ÚTIL,800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1282701930/19392301930.jpg,"19,7 M² TOTAL","13,71 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1282801930/19392401930.jpg,"18,77 M² TOTAL","12,77 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1282901930/19392501930.jpg,"21,17 M² TOTAL","15,17 M² ÚTIL",800.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/956801930/27063601930.jpg,68 M² TOTAL,"52,14 M² ÚTIL",800.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496901930/27018201930.jpg,"74,88 M² TOTAL","61,72 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1301101930/19933301930.jpg,"51,4 M² TOTAL","31,74 M² ÚTIL",800.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1425301930/26024301930.jpg,40 M² TOTAL,35 M² ÚTIL,800.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1425401930/26024601930.jpg,40 M² TOTAL,35 M² ÚTIL,800.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1425901930/26026101930.jpg,40 M² TOTAL,35 M² ÚTIL,800.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1426401930/26029201930.jpg,40 M² TOTAL,35 M² ÚTIL,800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1453201930/25517901930.jpg,"66,92 M² TOTAL","48,47 M² ÚTIL",800.0
Vila Nova,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1462201930/25791901930.jpg,"48,77 M² TOTAL","41,85 M² ÚTIL",800.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/956801930/27063601930.jpg,68 M² TOTAL,"52,14 M² ÚTIL",800.0
Floresta,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1496901930/27018201930.jpg,"74,88 M² TOTAL","61,72 M² ÚTIL",800.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/280801930/15925501930.jpg,"37,68 M² TOTAL","37,68 M² ÚTIL",790.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/63101930/22150401930.jpg,"53,51 M² TOTAL","33,95 M² ÚTIL",790.0
Centro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/280801930/15925501930.jpg,"37,68 M² TOTAL","37,68 M² ÚTIL",790.0
Bom Retiro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/63101930/22150401930.jpg,"53,51 M² TOTAL","33,95 M² ÚTIL",790.0
Gloria,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/392601930/27030401930.jpg,99 M² TOTAL,"90,05 M² ÚTIL",790.0
